GENERO,EDAD,PERSONAS_EN_CONDICION_DE_DISCAPACIDAD,HOMBRES_Y_MUJERES_CABEZA_DE_FAMILIA,ADULTO_MAYOR,GRUPOS_ETNICOS_AFRO_INDIGENA,TIPO_DE_SEGURIDAD_EN_SALUD,NIVEL_EDUCATIVO_QUE_TIENE_O_CURSA,CONDICION_OCUPACIONAL,BARRIO_O_VEREDA_DE_RESIDENCIA,ZONA_DE_RESIDENCIA,PUNTAJE_VULNERABILIDAD,NIVEL_VULNERABILIDAD,RANGO_EDAD
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,46-55
M,62,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,CAÑARTE,URBANO,1,Bajo,56-65
M,54,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CERRITOS,RURAL,1,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,2,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,VILLA KENEDY,URBANO,0,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,COMFAMILIAR I ETAPA,URBANO,0,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,2,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,SAN VICENTE VILLA SANTANA,URBANO,0,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,NINGUNO,COMBIA BAJA,RURAL,7,Alto,46-55
M,53,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,CAÑARTE,URBANO,2,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,CUBA,URBANO,0,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL ROSAL,URBANO,0,Bajo,46-55
M,40,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL ROSAL,URBANO,0,Bajo,36-45
M,54,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,INDEPENDIENTE,VILLA VERDE,URBANO,2,Bajo,46-55
M,52,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,EL LAGO,URBANO,0,Bajo,46-55
M,52,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,46-55
M,52,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CUBA,URBANO,0,Bajo,46-55
M,53,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,EMPLEADO,TRIBUNAS CONSOTA -CORCEGA,RURAL,3,Alto,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,EMPLEADO,LA JULITA,URBANO,0,Bajo,46-55
M,54,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,EMPLEADO,SECTOR PLAZA DE BOLIVAR,URBANO,2,Bajo,46-55
M,52,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,PARQUE INDUSTRIAL,URBANO,0,Bajo,46-55
M,52,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,ALEJANDRIA,URBANO,2,Bajo,46-55
M,52,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CENTENARIO,URBANO,0,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL BOSQUE UTP,URBANO,0,Bajo,46-55
M,52,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,EMPLEADO,CUBA,URBANO,2,Bajo,46-55
M,51,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,INDEPENDIENTE,SANTA TERESITA-RIO OTUN,URBANO,2,Bajo,46-55
M,51,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,JARDIN I,URBANO,0,Bajo,46-55
M,52,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,EMPLEADO,SECTOR PLAZA DE BOLIVAR,URBANO,0,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL BOSQUE UTP,URBANO,0,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,SAN FERNANDO,URBANO,0,Bajo,46-55
M,51,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,INDEPENDIENTE,LAS PALMAS,URBANO,2,Bajo,46-55
M,51,NO,SI,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL LAGO,URBANO,3,Alto,46-55
M,51,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,2,Bajo,46-55
M,52,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,BUSCANDO EMPLEO,TINAJAS,URBANO,5,Alto,46-55
M,34,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,BUSCANDO EMPLEO,ARABIA,RURAL,6,Alto,26-35
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,BRASILIA,URBANO,0,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,LA PALMILLA,RURAL,5,Alto,46-55
M,56,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,DESEMPLEADO,OTRO MUNICIPIO,OTRO,5,Alto,56-65
M,62,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,SAN JOAQUIN,URBANO,1,Bajo,56-65
M,59,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),EMPLEADO,NUEVA VILLA,URBANO,2,Bajo,56-65
M,56,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),EMPLEADO,JOSE ANTONIO GALAN,URBANO,2,Bajo,56-65
F,20,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),EMPLEADO,OTRO MUNICIPIO,OTRO,2,Bajo,16-25
M,73,NO,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,DESEMPLEADO,OTRO MUNICIPIO,OTRO,6,Alto,66-85
M,53,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,2,Bajo,46-55
M,72,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,SAN LUIS GONZAGA,URBANO,1,Bajo,66-85
M,66,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL BOSQUE UTP,URBANO,1,Bajo,66-85
M,65,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,MARAYA,URBANO,1,Bajo,56-65
M,64,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL BOSQUE UTP,URBANO,1,Bajo,56-65
M,66,NO,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,NINGUNO,COMBIA BAJA,RURAL,8,Alto,66-85
M,62,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,HERNANDO VELEZ MARULANDA,URBANO,1,Bajo,56-65
M,68,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,PROVIDENCIA,URBANO,1,Bajo,66-85
M,61,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,OTRO MUNICIPIO,OTRO,1,Bajo,56-65
M,61,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,EL CARDAL,URBANO,1,Bajo,56-65
M,58,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,56-65
M,58,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,VEREDA CONDINA,RURAL,1,Bajo,56-65
M,57,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,NINGUNO,OLAYA HERRERA,URBANO,6,Alto,56-65
M,56,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL BOSQUE UTP,URBANO,0,Bajo,56-65
M,56,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,CUBA,URBANO,0,Bajo,56-65
M,55,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,EMPLEADO,GALICIA ALTA,RURAL,1,Bajo,46-55
M,55,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL NOGAL CLUB RESIDENCIAL,URBANO,0,Bajo,46-55
M,55,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,VEREDA CONDINA,RURAL,1,Bajo,46-55
M,55,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,13-UNIVERISITARIO,EMPLEADO,LAURELES I,URBANO,2,Bajo,46-55
M,54,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,LOS NOGALES CONSOTA,URBANO,0,Bajo,46-55
M,54,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,BELMONTE,URBANO,0,Bajo,46-55
M,53,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,EMPLEADO,BELMONTE,URBANO,2,Bajo,46-55
M,53,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,BELMONTE,URBANO,0,Bajo,46-55
M,40,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,13-UNIVERISITARIO,NINGUNO,EL LAGO,URBANO,4,Alto,36-45
M,56,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,PARQUE INDUSTRIAL,URBANO,2,Bajo,56-65
M,41,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,PARQUE LA LIBERTAD,URBANO,1,Bajo,36-45
F,28,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,9- PROFESIONAL,AMA DE CASA,CENTRAL,URBANO,4,Alto,26-35
F,73,NO,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),AMA DE CASA,SALAMANCA,URBANO,5,Alto,66-85
M,54,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,MONSERRATE,URBANO,4,Alto,46-55
M,63,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL BOSQUE UTP,URBANO,1,Bajo,56-65
F,38,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,AMA DE CASA,MORELIA,RURAL,6,Alto,36-45
F,36,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,DESEMPLEADO,OTRO MUNICIPIO,OTRO,7,Alto,36-45
F,20,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,6- NORMALISTA,INDEPENDIENTE,LAURELES II,URBANO,3,Alto,16-25
M,58,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),EMPLEADO,EL LAGO,URBANO,0,Bajo,56-65
F,33,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,SECTOR PLAZA DE BOLIVAR,URBANO,0,Bajo,26-35
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDAD JARDIN,URBANO,2,Bajo,
F,27,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,9- PROFESIONAL,ESTUDIANTE,CUBA,URBANO,2,Bajo,26-35
M,39,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,VILLA DEL PRADO,URBANO,2,Bajo,36-45
M,46,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,SAMARIA,URBANO,2,Bajo,46-55
M,45,SI,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,DESEMPLEADO,LAS BRISAS,URBANO,7,Alto,36-45
M,71,NO,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,MONTELIBANO,URBANO,5,Alto,66-85
M,66,NO,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,DESEMPLEADO,PUERTO CALDAS,RURAL,7,Alto,66-85
M,55,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,MONTELIBANO,URBANO,0,Bajo,46-55
M,56,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,SAN JACINTO,URBANO,0,Bajo,56-65
M,54,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,DESEMPLEADO,POPULAR MODELO,URBANO,8,Alto,46-55
M,48,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),EMPLEADO,SAN NICOLAS,URBANO,2,Bajo,46-55
F,50,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,AMA DE CASA,ARABIA,RURAL,5,Alto,46-55
M,41,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,DESEMPLEADO,ALTOS DE LLANO GRANDE,URBANO,5,Alto,36-45
M,40,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,1º  DE FEBRERO,URBANO,0,Bajo,36-45
M,46,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,TULCAN II,URBANO,2,Bajo,46-55
M,63,NO,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,NINGUNO,COMBIA BAJA,RURAL,8,Alto,56-65
M,65,NO,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,DESEMPLEADO,LAS BRISAS,URBANO,8,Alto,56-65
F,72,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,INDEPENDIENTE,LOS ALAMOS,URBANO,1,Bajo,66-85
M,62,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,12- DOCTORADO,EMPLEADO,BOSTON,URBANO,1,Bajo,56-65
M,46,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,INDEPENDIENTE,OTRO MUNICIPIO,OTRO,4,Alto,46-55
M,40,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,2,Bajo,36-45
M,55,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL BOSQUE UTP,URBANO,0,Bajo,46-55
M,61,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,SAN JORGE,URBANO,3,Alto,56-65
M,63,NO,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,DESEMPLEADO,SALAMANCA,URBANO,8,Alto,56-65
F,46,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,OTRO MUNICIPIO,OTRO,2,Bajo,46-55
M,38,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,POBLADO I,URBANO,0,Bajo,36-45
M,41,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,20 DE JULIO,URBANO,0,Bajo,36-45
M,41,NO,NO,NO,1 - INDÍGENA,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,CAÑARTE,URBANO,1,Bajo,36-45
M,40,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,VILLA VERDE,URBANO,0,Bajo,36-45
M,40,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,36-45
M,41,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,1º  DE FEBRERO,URBANO,2,Bajo,36-45
M,38,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,LAS PALMAS,URBANO,0,Bajo,36-45
M,59,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,56-65
M,34,NO,SI,NO,3 - RAIZAL (ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,INDEPENDIENTE,1º  DE FEBRERO,URBANO,3,Alto,26-35
M,43,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,GALICIA BAJA,RURAL,1,Bajo,36-45
M,65,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL BOSQUE UTP,URBANO,1,Bajo,56-65
M,74,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL BOSQUE UTP,URBANO,1,Bajo,66-85
M,73,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL LAGO,URBANO,1,Bajo,66-85
M,70,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,EMPLEADO,COMFAMILIAR I ETAPA,URBANO,1,Bajo,66-85
M,44,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,AMA DE CASA,SAN JOSE,URBANO,4,Alto,36-45
M,52,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,NINGUNO,LOS NOGALES CONSOTA,URBANO,2,Bajo,46-55
M,39,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,CUBA,URBANO,2,Bajo,36-45
M,44,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,VILLA VERDE,URBANO,0,Bajo,36-45
M,52,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,9- PROFESIONAL,EMPLEADO,CENTRAL,URBANO,2,Bajo,46-55
M,68,NO,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,DESEMPLEADO,REMANSO,URBANO,8,Alto,66-85
F,42,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,CUBA,URBANO,0,Bajo,36-45
M,37,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,JORGE ELIECER GAITAN,URBANO,0,Bajo,36-45
F,42,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),EMPLEADO,20 DE JULIO,URBANO,2,Bajo,36-45
M,75,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,INDEPENDIENTE,EL LAGO,URBANO,1,Bajo,66-85
M,30,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,PERLA DEL SUR,URBANO,0,Bajo,26-35
M,70,SI,NO,SI,6 MESTIZO,REGIMEN SUBSIDIADO,14- NINGUNO,NINGUNO,LAS BRISAS,URBANO,10,Alto,66-85
M,63,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,INDEPENDIENTE,PINARES ALTO,URBANO,3,Alto,56-65
M,57,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,56-65
M,58,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,13-UNIVERISITARIO,EMPLEADO,NIZA I,URBANO,0,Bajo,56-65
M,48,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,CORALES,URBANO,2,Bajo,46-55
M,46,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,LA PALMERA,URBANO,0,Bajo,46-55
M,46,NO,SI,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,ANDALUCIA,URBANO,3,Alto,46-55
M,45,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,INDEPENDIENTE,COROCITO,URBANO,2,Bajo,36-45
M,44,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,BUSCANDO EMPLEO,CENTRAL,URBANO,3,Alto,36-45
M,41,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),EMPLEADO,LA PALMERA,URBANO,0,Bajo,36-45
M,58,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CENTRAL,URBANO,0,Bajo,56-65
M,42,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,TOKIO I ETAPA,URBANO,2,Bajo,36-45
M,56,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,EMPLEADO,EL RETIRO,RURAL,3,Alto,56-65
M,38,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,LA PALMERA,URBANO,0,Bajo,36-45
M,38,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,NINGUNO,CANCELES,RURAL,3,Alto,36-45
M,41,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,EL LAGO,URBANO,0,Bajo,36-45
M,41,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,LAURELES I,URBANO,0,Bajo,36-45
M,40,SI,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CAÑARTE,URBANO,4,Alto,36-45
M,51,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,LA AURORA,URBANO,0,Bajo,46-55
M,40,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,SECTOR 30 DE AGOSTO,URBANO,2,Bajo,36-45
M,40,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,EMPLEADO,LA JULITA,URBANO,0,Bajo,36-45
